Title,Rating,Video Link,Muscle Group,Equipment
Incline Dumbbell Press Reverse-Grip,8.9,https://www.bodybuilding.com/exercises/detail/view/name/incline-dumbbell-press-reverse-grip,Chest,Dumbbell
Incline Hammer Curls,9.5,https://www.bodybuilding.com/exercises/detail/view/name/incline-hammer-curls,Biceps,Dumbbell
Incline Push-Up,8.8,https://www.bodybuilding.com/exercises/detail/view/name/incline-push-up,Chest,Body Only
Incline Push-Up Depth Jump,8.3,https://www.bodybuilding.com/exercises/detail/view/name/incline-push-up-depth-jump,Chest,Other
Incline Push-Up Medium,8.7,https://www.bodybuilding.com/exercises/detail/view/name/incline-push-up-medium,Chest,Body Only
Incline Push-Up Wide,8.5,https://www.bodybuilding.com/exercises/detail/view/name/incline-push-up-wide,Chest,Body Only
Internal Rotation with Band,8.3,https://www.bodybuilding.com/exercises/detail/view/name/internal-rotation-with-band,Shoulders,Bands
Inverted Row,8.2,https://www.bodybuilding.com/exercises/detail/view/name/inverted-row,Middle Back,None
Iron Cross,8.3,https://www.bodybuilding.com/exercises/detail/view/name/iron-cross,Shoulders,Dumbbell
Isometric Wipers,8.4,https://www.bodybuilding.com/exercises/detail/view/name/isometric-wipers,Chest,Body Only
Jackknife Sit-Up,8.5,https://www.bodybuilding.com/exercises/detail/view/name/jackknife-sit-up,Abdominals,Body Only
JM Press,8.6,https://www.bodybuilding.com/exercises/detail/view/name/jm-press,Triceps,Barbell
Jog In Place,8.4,https://www.bodybuilding.com/exercises/detail/view/name/jog-in-place,Quadriceps,Body Only
Jogging-Treadmill,8.3,https://www.bodybuilding.com/exercises/detail/view/name/jogging-treadmill,Quadriceps,Machine
Jumping Jacks,8.5,https://www.bodybuilding.com/exercises/detail/view/name/jumping-jacks,Quadriceps,None
Kettlebell One-Legged Deadlift,8.6,https://www.bodybuilding.com/exercises/detail/view/name/kettlebell-one-legged-deadlift,Hamstrings,Kettlebells
Kettlebell Pistol Squat,9.1,https://www.bodybuilding.com/exercises/detail/view/name/kettlebell-pistol-squat,Quadriceps,Kettlebells
Kettlebell Sumo High Pull,8.7,https://www.bodybuilding.com/exercises/detail/view/name/kettlebell-sumo-high-pull,Traps,Kettlebells
Kettlebell Thruster,8.6,https://www.bodybuilding.com/exercises/detail/view/name/kettlebell-thruster,Shoulders,Kettlebells
Kettlebell Turkish Get-Up (Lunge style),8.2,https://www.bodybuilding.com/exercises/detail/view/name/kettlebell-turkish-get-up-lunge-style,Shoulders,Kettlebells
Kettlebell Turkish Get-Up (Squat style),8.6,https://www.bodybuilding.com/exercises/detail/view/name/kettlebell-turkish-get-up-squat-style,Shoulders,Kettlebells
Knee Tuck Jump,8.1,https://www.bodybuilding.com/exercises/detail/view/name/knee-tuck-jump,Hamstrings,Body Only
Knee/Hip Raise On Parallel Bars,8.6,https://www.bodybuilding.com/exercises/detail/view/name/kneehip-raise-on-parallel-bars,Abdominals,Other
Kneeling Cable Crunch With Alternating Oblique Twists,8.9,https://www.bodybuilding.com/exercises/detail/view/name/kneeling-cable-crunch-with-alternating-oblique-twists,Abdominals,Cable
Kneeling Cable Triceps Extension,9,https://www.bodybuilding.com/exercises/detail/view/name/kneeling-cable-triceps-extension,Triceps,Cable
Kneeling Single-Arm High Pulley Row,8.3,https://www.bodybuilding.com/exercises/detail/view/name/kneeling-single-arm-high-pulley-row,Lats,Cable
Kneeling Squat,8.6,https://www.bodybuilding.com/exercises/detail/view/name/kneeling-squat,Glutes,Barbell
Landmine 180's,9.5,https://www.bodybuilding.com/exercises/detail/view/name/landmine-180s,Abdominals,Barbell
Leg Extensions,8.5,https://www.bodybuilding.com/exercises/detail/view/name/leg-extensions,Quadriceps,Machine
Leg Press,8.8,https://www.bodybuilding.com/exercises/detail/view/name/leg-press,Quadriceps,Machine
Leverage Chest Press,8.5,https://www.bodybuilding.com/exercises/detail/view/name/leverage-chest-press,Chest,Machine
Leverage Decline Chest Press,8.3,https://www.bodybuilding.com/exercises/detail/view/name/leverage-decline-chest-press,Chest,Machine
Leverage Incline Chest Press,8.6,https://www.bodybuilding.com/exercises/detail/view/name/leverage-incline-chest-press,Chest,Machine
Leverage Iso Row,8.4,https://www.bodybuilding.com/exercises/detail/view/name/leverage-iso-row,Lats,Machine
Leverage Shoulder Press,8.9,https://www.bodybuilding.com/exercises/detail/view/name/leverage-shoulder-press,Shoulders,Machine
Leverage Shrug,9.1,https://www.bodybuilding.com/exercises/detail/view/name/leverage-shrug,Traps,Machine
Linear Acceleration Wall Drill,8.3,https://www.bodybuilding.com/exercises/detail/view/name/linear-acceleration-wall-drill,Hamstrings,None
Low Cable Crossover,9.1,https://www.bodybuilding.com/exercises/detail/view/name/low-cable-crossover,Chest,Cable
Low Cable Triceps Extension,8.2,https://www.bodybuilding.com/exercises/detail/view/name/low-cable-triceps-extension,Triceps,Cable
Low Pulley Row To Neck,8.5,https://www.bodybuilding.com/exercises/detail/view/name/low-pulley-row-to-neck,Shoulders,Cable
Lunge Pass Through,8.7,https://www.bodybuilding.com/exercises/detail/view/name/lunge-pass-through,Hamstrings,Kettlebells
Lying Cable Curl,8.2,https://www.bodybuilding.com/exercises/detail/view/name/lying-cable-curl,Biceps,Cable
Lying Close-Grip Barbell Triceps Extension Behind The Head,8.7,https://www.bodybuilding.com/exercises/detail/view/name/lying-close-grip-barbell-triceps-extension-behind-the-head,Triceps,Barbell
Lying Close-Grip Barbell Triceps Press To Chin,8.1,https://www.bodybuilding.com/exercises/detail/view/name/lying-close-grip-barbell-triceps-press-to-chin,Triceps,E-Z Curl Bar
Lying Dumbbell Tricep Extension,8.4,https://www.bodybuilding.com/exercises/detail/view/name/lying-dumbbell-tricep-extension,Triceps,Dumbbell
Lying Face Down Plate Neck Resistance,9.3,https://www.bodybuilding.com/exercises/detail/view/name/lying-face-down-plate-neck-resistance,Neck,Other
Lying Face Up Plate Neck Resistance,8.4,https://www.bodybuilding.com/exercises/detail/view/name/lying-face-up-plate-neck-resistance,Neck,Other
Lying Leg Curls,8.9,https://www.bodybuilding.com/exercises/detail/view/name/lying-leg-curls,Hamstrings,Machine
Lying Rear Delt Raise,8.2,https://www.bodybuilding.com/exercises/detail/view/name/lying-rear-delt-raise,Shoulders,Dumbbell
Lying Supine Dumbbell Curl,8.3,https://www.bodybuilding.com/exercises/detail/view/name/lying-supine-dumbbell-curl,Biceps,Dumbbell
Lying Triceps Press,8.1,https://www.bodybuilding.com/exercises/detail/view/name/lying-triceps-press,Triceps,E-Z Curl Bar
Machine Bench Press,8.2,https://www.bodybuilding.com/exercises/detail/view/name/machine-bench-press,Chest,Machine
Machine Bicep Curl,9,https://www.bodybuilding.com/exercises/detail/view/name/machine-bicep-curl,Biceps,Machine
Machine Preacher Curls,8.3,https://www.bodybuilding.com/exercises/detail/view/name/machine-preacher-curls,Biceps,Machine
Machine Squat,8.8,https://www.bodybuilding.com/exercises/detail/view/name/machine-squat,Quadriceps,Machine
Machine-Assisted Pull-Up,8.2,https://www.bodybuilding.com/exercises/detail/view/name/machine-assisted-pull-up,Lats,Machine
Man Maker,8.4,https://www.bodybuilding.com/exercises/detail/view/name/man-maker,Middle Back,Dumbbell
Middle Back Shrug,8.3,https://www.bodybuilding.com/exercises/detail/view/name/middle-back-shrug,Middle Back,Dumbbell
Mixed Grip Chin,8.2,https://www.bodybuilding.com/exercises/detail/view/name/mixed-grip-chin,Middle Back,Other
Mountain Climbers,8.8,https://www.bodybuilding.com/exercises/detail/view/name/mountain-climbers,Quadriceps,None
Muscle Up,8.9,https://www.bodybuilding.com/exercises/detail/view/name/muscle-up,Lats,Other
Narrow Stance Hack Squats,8.8,https://www.bodybuilding.com/exercises/detail/view/name/narrow-stance-hack-squats,Quadriceps,Machine
Narrow Stance Leg Press,8.8,https://www.bodybuilding.com/exercises/detail/view/name/narrow-stance-leg-press,Quadriceps,Machine
Narrow Stance Squats,9,https://www.bodybuilding.com/exercises/detail/view/name/narrow-stance-squats,Quadriceps,Barbell
Natural Glute Ham Raise,9.1,https://www.bodybuilding.com/exercises/detail/view/name/natural-glute-ham-raise,Hamstrings,Body Only
Neck Press,8.8,https://www.bodybuilding.com/exercises/detail/view/name/neck-press,Chest,Barbell
Neutral-Grip Pull Ups,8.2,https://www.bodybuilding.com/exercises/detail/view/name/neutral-grip-pull-ups,Lats,Body Only
Oblique Cable Crunch,9,https://www.bodybuilding.com/exercises/detail/view/name/oblique-cable-crunch,Abdominals,Cable
Oblique Crunches,8.3,https://www.bodybuilding.com/exercises/detail/view/name/oblique-crunches,Abdominals,Body Only
Olympic Squat,9.1,https://www.bodybuilding.com/exercises/detail/view/name/olympic-squat-,Quadriceps,Barbell
One Arm Dumbbell Bench Press,8.5,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-dumbbell-bench-press,Chest,Dumbbell
One Arm Dumbbell Preacher Curl,8.7,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-dumbbell-preacher-curl,Biceps,Dumbbell
One Arm Pronated Dumbbell Triceps Extension,8.4,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-pronated-dumbbell-triceps-extension,Triceps,Dumbbell
One Arm Supinated Dumbbell Triceps Extension,8.4,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-supinated-dumbbell-triceps-extension,Triceps,Dumbbell
One Leg Barbell Squat,8.5,https://www.bodybuilding.com/exercises/detail/view/name/one-leg-barbell-squat,Quadriceps,Barbell
One-Arm Dumbbell Row,9,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-dumbbell-row,Middle Back,Dumbbell
One-Arm High-Pulley Cable Side Bends,9.1,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-high-pulley-cable-side-bends-,Abdominals,Cable
One-Arm Incline Lateral Raise,8.5,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-incline-lateral-raise,Shoulders,Dumbbell
One-Arm Kettlebell Clean,8.6,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-kettlebell-clean,Hamstrings,Kettlebells
One-Arm Kettlebell Clean and Jerk,8.4,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-kettlebell-clean-and-jerk-,Shoulders,Kettlebells
One-Arm Kettlebell Push Press,9.3,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-kettlebell-push-press,Shoulders,Kettlebells
One-Arm Kettlebell Row,8.2,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-kettlebell-row,Middle Back,Kettlebells
One-Arm Kettlebell Snatch,8.6,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-kettlebell-snatch,Shoulders,Kettlebells
One-Arm Long Bar Row,9,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-long-bar-row,Middle Back,Barbell
One-Arm Medicine Ball Slam,9.5,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-medicine-ball-slam,Abdominals,Medicine Ball
One-Arm Side Laterals,9.1,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-side-laterals,Shoulders,Dumbbell
One-Legged Cable Kickback,9,https://www.bodybuilding.com/exercises/detail/view/name/one-legged-cable-kickback,Glutes,Cable
Otis-Up,8.8,https://www.bodybuilding.com/exercises/detail/view/name/otis-up,Abdominals,Other
Overhead Cable Curl,9,https://www.bodybuilding.com/exercises/detail/view/name/overhead-cable-curl,Biceps,Cable
Pallof Press,8.4,https://www.bodybuilding.com/exercises/detail/view/name/pallof-press,Abdominals,Cable
Palms-Down Dumbbell Wrist Curl Over A Bench,8.4,https://www.bodybuilding.com/exercises/detail/view/name/palms-down-dumbbell-wrist-curl-over-a-bench,Forearms,Dumbbell
Palms-Down Wrist Curl Over A Bench,9.5,https://www.bodybuilding.com/exercises/detail/view/name/palms-down-wrist-curl-over-a-bench,Forearms,Barbell
Palms-Up Barbell Wrist Curl Over A Bench,9.4,https://www.bodybuilding.com/exercises/detail/view/name/palms-up-barbell-wrist-curl-over-a-bench,Forearms,Barbell
Palms-Up Dumbbell Wrist Curl Over A Bench,8.6,https://www.bodybuilding.com/exercises/detail/view/name/palms-up-dumbbell-wrist-curl-over-a-bench,Forearms,Dumbbell
Parallel Bar Dip,8.8,https://www.bodybuilding.com/exercises/detail/view/name/parallel-bar-dip,Triceps,Other
Pendlay Rown,8.2,https://www.bodybuilding.com/exercises/detail/view/name/pendlay-rown,Middle Back,Barbell
Plank,9.3,https://www.bodybuilding.com/exercises/detail/view/name/plank,Abdominals,Body Only
Plate Pinch,8.3,https://www.bodybuilding.com/exercises/detail/view/name/plate-pinch,Forearms,Other
Plate Twist,9,https://www.bodybuilding.com/exercises/detail/view/name/plate-twist,Abdominals,Other
Plie Dumbbell Squat,8.3,https://www.bodybuilding.com/exercises/detail/view/name/plie-dumbbell-squat,Quadriceps,Dumbbell
Power Clean,8.7,https://www.bodybuilding.com/exercises/detail/view/name/power-clean,Hamstrings,Barbell
Power Clean from Blocks,9.2,https://www.bodybuilding.com/exercises/detail/view/name/power-clean-from-blocks,Hamstrings,Barbell
Power Jerk,8.2,https://www.bodybuilding.com/exercises/detail/view/name/power-jerk-,Quadriceps,Barbell
Power Partials,9.1,https://www.bodybuilding.com/exercises/detail/view/name/power-partials,Shoulders,Dumbbell
Power Snatch,9.2,https://www.bodybuilding.com/exercises/detail/view/name/power-snatch,Hamstrings,Barbell
Preacher Curl,8.8,https://www.bodybuilding.com/exercises/detail/view/name/preacher-curl,Biceps,Barbell
Preacher Hammer Dumbbell Curl,8.6,https://www.bodybuilding.com/exercises/detail/view/name/preacher-hammer-dumbbell-curl,Biceps,Dumbbell
Press Sit-Up,8.5,https://www.bodybuilding.com/exercises/detail/view/name/press-sit-up,Abdominals,Barbell
Pullups,9.2,https://www.bodybuilding.com/exercises/detail/view/name/pullups,Lats,Body Only
Push Press,9.3,https://www.bodybuilding.com/exercises/detail/view/name/push-press,Shoulders,Barbell
Push-Up Wide,8.3,https://www.bodybuilding.com/exercises/detail/view/name/push-up-wide,Chest,Body Only
Push-Ups - Close Triceps Position,9,https://www.bodybuilding.com/exercises/detail/view/name/push-ups-close-triceps-position,Triceps,Body Only
Push-Ups With Feet Elevated,8.5,https://www.bodybuilding.com/exercises/detail/view/name/push-ups-with-feet-elevated,Chest,Body Only
Push-Ups With Feet On An Exercise Ball,8.5,https://www.bodybuilding.com/exercises/detail/view/name/push-ups-with-feet-on-an-exercise-ball,Chest,Exercise Ball
Pushups,9.2,https://www.bodybuilding.com/exercises/detail/view/name/pushups,Chest,Body Only
Pushups (Close and Wide Hand Positions),8.5,https://www.bodybuilding.com/exercises/detail/view/name/pushups-close-and-wide-hand-positions,Chest,Body Only
Rack Pull with Bands,8.5,https://www.bodybuilding.com/exercises/detail/view/name/rack-pull-with-bands,Lower Back,Barbell
Rack Pulls,8.3,https://www.bodybuilding.com/exercises/detail/view/name/rack-pulls,Lower Back,Barbell
Recumbent Bike,8.2,https://www.bodybuilding.com/exercises/detail/view/name/recumbent-bike,Quadriceps,Machine
Reverse Band Box Squat,9.3,https://www.bodybuilding.com/exercises/detail/view/name/reverse-band-box-squat,Quadriceps,Barbell
Reverse Barbell Curl,8.2,https://www.bodybuilding.com/exercises/detail/view/name/reverse-barbell-curl,Biceps,Barbell
Reverse Barbell Preacher Curls,8.8,https://www.bodybuilding.com/exercises/detail/view/name/reverse-barbell-preacher-curls,Biceps,E-Z Curl Bar
Reverse Cable Curl,8.7,https://www.bodybuilding.com/exercises/detail/view/name/reverse-cable-curl,Biceps,Cable
Reverse Crunch,8.8,https://www.bodybuilding.com/exercises/detail/view/name/reverse-crunch,Abdominals,Body Only
Reverse Flyes,9.1,https://www.bodybuilding.com/exercises/detail/view/name/reverse-flyes,Shoulders,Dumbbell
Reverse Grip Bent-Over Rows,9.2,https://www.bodybuilding.com/exercises/detail/view/name/reverse-grip-bent-over-rows,Middle Back,Barbell
Reverse Grip Triceps Pushdown,9,https://www.bodybuilding.com/exercises/detail/view/name/reverse-grip-triceps-pushdown,Triceps,Cable
Reverse Machine Flyes,8.2,https://www.bodybuilding.com/exercises/detail/view/name/reverse-machine-flyes,Shoulders,Machine
Reverse Triceps Bench Press,8.3,https://www.bodybuilding.com/exercises/detail/view/name/reverse-triceps-bench-press,Triceps,Barbell
Rickshaw Carry,9.6,https://www.bodybuilding.com/exercises/detail/view/name/rickshaw-carry,Forearms,Other
Ring Dips,8.8,https://www.bodybuilding.com/exercises/detail/view/name/ring-dips,Triceps,Other
Rocking Standing Calf Raise,8.7,https://www.bodybuilding.com/exercises/detail/view/name/rocking-standing-calf-raise,Calves,Barbell
Rocky Pull-Ups/Pulldowns,9,https://www.bodybuilding.com/exercises/detail/view/name/rocky-pull-upspulldowns,Lats,Other
Romanian Deadlift,8.1,https://www.bodybuilding.com/exercises/detail/view/name/romanian-deadlift,Hamstrings,Barbell
Romanian Deadlift from Deficit,9.2,https://www.bodybuilding.com/exercises/detail/view/name/romanian-deadlift-from-deficit,Hamstrings,Barbell
Romanian Deadlift With Dumbbells,9.4,https://www.bodybuilding.com/exercises/detail/view/name/romanian-deadlift-with-dumbbells,Hamstrings,Dumbbell
Rope Climb,8.7,https://www.bodybuilding.com/exercises/detail/view/name/rope-climb,Lats,Other
Rope Crunch,8.6,https://www.bodybuilding.com/exercises/detail/view/name/rope-crunch,Abdominals,Cable
Rope Jumping,9.2,https://www.bodybuilding.com/exercises/detail/view/name/rope-jumping,Quadriceps,Other
Rope Straight-Arm Pulldown,8.7,https://www.bodybuilding.com/exercises/detail/view/name/rope-straight-arm-pulldown,Lats,Cable
Russian Twist,8.4,https://www.bodybuilding.com/exercises/detail/view/name/russian-twist,Abdominals,Body Only
Scissors Jump,8.5,https://www.bodybuilding.com/exercises/detail/view/name/scissors-jump,Quadriceps,Body Only
Seated Back Extension,8.2,https://www.bodybuilding.com/exercises/detail/view/name/seated-back-extension,Lower Back,Machine
Seated Barbell Military Press,9.2,https://www.bodybuilding.com/exercises/detail/view/name/seated-barbell-military-press,Shoulders,Barbell
Seated Bent-Over Rear Delt Raise,8.4,https://www.bodybuilding.com/exercises/detail/view/name/seated-bent-over-rear-delt-raise,Shoulders,Dumbbell
Seated Bent-Over Two-Arm Dumbbell Triceps Extension,8.2,https://www.bodybuilding.com/exercises/detail/view/name/seated-bent-over-two-arm-dumbbell-triceps-extension,Triceps,Dumbbell
Seated Cable Rows,8.8,https://www.bodybuilding.com/exercises/detail/view/name/seated-cable-rows,Middle Back,Cable
Seated Cable Shoulder Press,8.5,https://www.bodybuilding.com/exercises/detail/view/name/seated-cable-shoulder-press,Shoulders,Cable
Seated Calf Raise,8.7,https://www.bodybuilding.com/exercises/detail/view/name/seated-calf-raise,Calves,Machine
Seated Close-Grip Concentration Barbell Curl,8.8,https://www.bodybuilding.com/exercises/detail/view/name/seated-close-grip-concentration-barbell-curl,Biceps,Barbell
Seated Dumbbell Curl,8.6,https://www.bodybuilding.com/exercises/detail/view/name/seated-dumbbell-curl,Biceps,Dumbbell
Seated Dumbbell Palms-Down Wrist Curl,8.4,https://www.bodybuilding.com/exercises/detail/view/name/seated-dumbbell-palms-down-wrist-curl,Forearms,Dumbbell
Seated Dumbbell Press,9.1,https://www.bodybuilding.com/exercises/detail/view/name/seated-dumbbell-press,Shoulders,Dumbbell
Seated Flat Bench Leg Pull-In,8.4,https://www.bodybuilding.com/exercises/detail/view/name/seated-flat-bench-leg-pull-in,Abdominals,Body Only
Seated Good Mornings,8.1,https://www.bodybuilding.com/exercises/detail/view/name/seated-good-mornings,Lower Back,Barbell
Seated One-arm Cable Pulley Rows,8.5,https://www.bodybuilding.com/exercises/detail/view/name/seated-one-arm-cable-pulley-rows,Middle Back,Cable
Seated One-Arm Dumbbell Palms-Down Wrist Curl,8.3,https://www.bodybuilding.com/exercises/detail/view/name/seated-one-arm-dumbbell-palms-down-wrist-curl,Forearms,Dumbbell
Seated One-Arm Dumbbell Palms-Up Wrist Curl,9,https://www.bodybuilding.com/exercises/detail/view/name/seated-one-arm-dumbbell-palms-up-wrist-curl,Forearms,Dumbbell
Seated Palm-Up Barbell Wrist Curl,8.7,https://www.bodybuilding.com/exercises/detail/view/name/seated-palm-up-barbell-wrist-curl,Forearms,Barbell
Seated Palms-Down Barbell Wrist Curl,9,https://www.bodybuilding.com/exercises/detail/view/name/seated-palms-down-barbell-wrist-curl,Forearms,Barbell
Seated Side Lateral Raise,8.3,https://www.bodybuilding.com/exercises/detail/view/name/seated-side-lateral-raise,Shoulders,Dumbbell
Seated Triceps Press,8.9,https://www.bodybuilding.com/exercises/detail/view/name/seated-triceps-press,Triceps,Dumbbell
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,9.2,https://www.bodybuilding.com/exercises/detail/view/name/seated-two-arm-palms-up-low-pulley-wrist-curl,Forearms,Cable
Shotgun Row,8.9,https://www.bodybuilding.com/exercises/detail/view/name/shotgun-row,Lats,Cable
Side Lateral Raise,8.6,https://www.bodybuilding.com/exercises/detail/view/name/side-lateral-raise,Shoulders,Dumbbell
Side Laterals to Front Raise,9.5,https://www.bodybuilding.com/exercises/detail/view/name/side-laterals-to-front-raise-,Shoulders,Dumbbell
Side to Side Box Shuffle,8.9,https://www.bodybuilding.com/exercises/detail/view/name/side-to-side-box-shuffle,Quadriceps,Other
Side To Side Chins,8.4,https://www.bodybuilding.com/exercises/detail/view/name/side-to-side-chins,Lats,Other
Side Wrist Pull,8.4,https://www.bodybuilding.com/exercises/detail/view/name/side-wrist-pull,Shoulders,None
Single Dumbbell Raise,9,https://www.bodybuilding.com/exercises/detail/view/name/single-dumbbell-raise,Shoulders,Dumbbell
Single Leg Deadlift,8.2,https://www.bodybuilding.com/exercises/detail/view/name/single-leg-deadlift,Hamstrings,Kettlebells
Single Leg Glute Bridge,8.8,https://www.bodybuilding.com/exercises/detail/view/name/single-leg-glute-bridge-,Glutes,Body Only
Single Leg Push-off,9.2,https://www.bodybuilding.com/exercises/detail/view/name/single-leg-push-off,Quadriceps,Other
Single-Arm Cable Crossover,8.6,https://www.bodybuilding.com/exercises/detail/view/name/single-arm-cable-crossover,Chest,Cable
Single-Arm Linear Jammer,9.5,https://www.bodybuilding.com/exercises/detail/view/name/single-arm-linear-jammer,Shoulders,Barbell
Single-Arm Push-Up,8.6,https://www.bodybuilding.com/exercises/detail/view/name/single-arm-push-up,Chest,Body Only
Single-Leg High Box Squat,9,https://www.bodybuilding.com/exercises/detail/view/name/single-leg-high-box-squat,Quadriceps,Other
Single-Leg Press,9.6,https://www.bodybuilding.com/exercises/detail/view/name/single-leg-press,Quadriceps,Machine
Skating,8.4,https://www.bodybuilding.com/exercises/detail/view/name/skating,Quadriceps,Other
Sledgehammer Swings,8.6,https://www.bodybuilding.com/exercises/detail/view/name/sledgehammer-swings,Abdominals,Other
Smith Machine Bench Press,8.3,https://www.bodybuilding.com/exercises/detail/view/name/smith-machine-bench-press,Chest,Machine
Smith Machine Bent Over Row,8.1,https://www.bodybuilding.com/exercises/detail/view/name/smith-machine-bent-over-row,Middle Back,Machine
Smith Machine Calf Raise,9.2,https://www.bodybuilding.com/exercises/detail/view/name/smith-machine-calf-raise,Calves,Machine
Smith Machine Overhead Shoulder Press,8.9,https://www.bodybuilding.com/exercises/detail/view/name/smith-machine-overhead-shoulder-press,Shoulders,Machine
Smith Machine Shrug,9.2,https://www.bodybuilding.com/exercises/detail/view/name/smith-machine-shrug,Traps,Machine
Smith Machine Squat,8.7,https://www.bodybuilding.com/exercises/detail/view/name/smith-machine-squat,Quadriceps,Machine
Snatch,9.3,https://www.bodybuilding.com/exercises/detail/view/name/snatch,Quadriceps,Barbell
Snatch Deadlift,8.9,https://www.bodybuilding.com/exercises/detail/view/name/snatch-deadlift,Hamstrings,Barbell
Snatch-Grip Behind-The-Neck Overhead Press,9,https://www.bodybuilding.com/exercises/detail/view/name/snatch-grip-behind-the-neck-overhead-press,Shoulders,Barbell
Spell Caster,9.3,https://www.bodybuilding.com/exercises/detail/view/name/spell-caster,Abdominals,Dumbbell
Spider Crawl,9.2,https://www.bodybuilding.com/exercises/detail/view/name/spider-crawl,Abdominals,Body Only
Spider Curl,9.2,https://www.bodybuilding.com/exercises/detail/view/name/spider-curl,Biceps,E-Z Curl Bar
Split Jerk,8.3,https://www.bodybuilding.com/exercises/detail/view/name/split-jerk,Quadriceps,Barbell
Split Squat with Dumbbells,8.6,https://www.bodybuilding.com/exercises/detail/view/name/split-squat-with-dumbbells,Quadriceps,Dumbbell
Squat with Chains,9,https://www.bodybuilding.com/exercises/detail/view/name/squat-with-chains,Quadriceps,Barbell
Stairmaster,8.8,https://www.bodybuilding.com/exercises/detail/view/name/stairmaster,Quadriceps,Machine
Standing Alternating Dumbbell Press,9,https://www.bodybuilding.com/exercises/detail/view/name/standing-alternating-dumbbell-press-,Shoulders,Dumbbell
Standing Barbell Calf Raise,8.2,https://www.bodybuilding.com/exercises/detail/view/name/standing-barbell-calf-raise,Calves,Barbell
Standing Bent-Over Two-Arm Dumbbell Triceps Extension,8.8,https://www.bodybuilding.com/exercises/detail/view/name/standing-bent-over-two-arm-dumbbell-triceps-extension,Triceps,Dumbbell
Standing Biceps Cable Curl,8.5,https://www.bodybuilding.com/exercises/detail/view/name/standing-biceps-cable-curl,Biceps,Cable
Standing Bradford Press,8.7,https://www.bodybuilding.com/exercises/detail/view/name/standing-bradford-press,Shoulders,Barbell
Standing Cable Chest Press,8.2,https://www.bodybuilding.com/exercises/detail/view/name/standing-cable-chest-press,Chest,Cable
Standing Cable Lift,9.3,https://www.bodybuilding.com/exercises/detail/view/name/standing-cable-lift,Abdominals,Cable
Standing Cable Wood Chop,8.2,https://www.bodybuilding.com/exercises/detail/view/name/standing-cable-wood-chop,Abdominals,Cable
Standing Calf Raises,9,https://www.bodybuilding.com/exercises/detail/view/name/standing-calf-raises,Calves,Machine
Standing Concentration Curl,8.7,https://www.bodybuilding.com/exercises/detail/view/name/standing-concentration-curl,Biceps,Dumbbell
Standing Dumbbell Calf Raise,8.8,https://www.bodybuilding.com/exercises/detail/view/name/standing-dumbbell-calf-raise,Calves,Dumbbell
Standing Dumbbell Press,9.1,https://www.bodybuilding.com/exercises/detail/view/name/standing-dumbbell-press-,Shoulders,Dumbbell
Standing Dumbbell Reverse Curl,8.1,https://www.bodybuilding.com/exercises/detail/view/name/standing-dumbbell-reverse-curl,Biceps,Dumbbell
Standing Dumbbell Straight-Arm Front Delt Raise Above Head,9.1,https://www.bodybuilding.com/exercises/detail/view/name/standing-dumbbell-straight-arm-front-delt-raise-above-head,Shoulders,Dumbbell
Standing Dumbbell Triceps Extension,9,https://www.bodybuilding.com/exercises/detail/view/name/standing-dumbbell-triceps-extension,Triceps,Dumbbell
Standing Dumbbell Upright Row,8.7,https://www.bodybuilding.com/exercises/detail/view/name/standing-dumbbell-upright-row,Traps,Dumbbell
Standing Hip Circles,8.8,https://www.bodybuilding.com/exercises/detail/view/name/standing-hip-circles,Abductors,Body Only
Standing Long Jump,8.8,https://www.bodybuilding.com/exercises/detail/view/name/standing-long-jump,Quadriceps,Body Only
Standing Low-Pulley Deltoid Raise,8.3,https://www.bodybuilding.com/exercises/detail/view/name/standing-low-pulley-deltoid-raise,Shoulders,Cable
Standing Military Press,9.3,https://www.bodybuilding.com/exercises/detail/view/name/standing-military-press,Shoulders,Barbell
Standing Olympic Plate Hand Squeeze,8.6,https://www.bodybuilding.com/exercises/detail/view/name/standing-olympic-plate-hand-squeeze,Forearms,Other
Standing One-Arm Cable Curl,8.8,https://www.bodybuilding.com/exercises/detail/view/name/standing-one-arm-cable-curl,Biceps,Cable
Standing One-Arm Dumbbell Curl Over Incline Bench,8.6,https://www.bodybuilding.com/exercises/detail/view/name/standing-one-arm-dumbbell-curl-over-incline-bench,Biceps,Dumbbell
